CBO2002;TITULO;trad;Job_Zone;code;prox;title
620115;Supervisor de exploração pecuária;Animal husbandry supervisor;;;;
621005;Trabalhador agropecuário em geral;Agricultural worker in general;2;45-2091.00;0.6129032258064516;Agricultural Equipment Operators
622015;Trabalhador na produção de mudas e sementes;Worker in the production of seedlings and seeds;;;;
622010;Jardineiro;Gardener;;;;
622005;Caseiro (agricultura);Domesticated (agriculture);;;;
622020;Trabalhador volante da agricultura;Farming flyer;2;39-3011.00;0.6666666666666666;Gaming Dealers
622020;Trabalhador volante da agricultura;Farming flyer;2;43-5081.02;0.6666666666666666;Marking Clerks
622120;Trabalhador da cultura de trigo, aveia, cevada e triticale;Wheat, oat, barley and triticale worker;;;;
622115;Trabalhador da cultura de milho e sorgo;Corn and sorghum worker;;;;
622105;Trabalhador da cultura de arroz;Rice crop worker;4;39-9032.00;0.6470588235294118;Recreation Workers
622110;Trabalhador da cultura de cana-de-açúcar;Sugarcane worker;;;;
622210;Trabalhador da cultura de sisal;Sisal Culture Worker;2;33-9011.00;0.6190476190476191;Animal Control Workers
622205;Trabalhador da cultura de algodão;Cotton crop worker;;;;
622215;Trabalhador da cultura do rami;Rammi Culture Worker;2;43-3041.00;0.6666666666666666;Gaming Cage Workers
622310;Trabalhador na olericultura (legumes);Worker on olericultura (vegetables);;;;
622305;Trabalhador na olericultura (frutos e sementes);Worker in olericultura (fruits and seeds);;;;
622315;Trabalhador na olericultura (raízes, bulbos e tubérculos);Worker in the olericultura (roots, bulbs and tubers);;;;
622320;Trabalhador na olericultura (talos, folhas e flores);Worker in the olericultura (stalks, leaves and flowers);;;;
622405;Trabalhador no cultivo de flores e folhagens de corte;Worker in the cultivation of cut flowers and foliage;;;;
622410;Trabalhador no cultivo de flores em vaso;Worker in potted flower cultivation;;;;
622415;Trabalhador no cultivo de forrações;Landscaping worker;1;37-3011.00;0.6071428571428571;Landscaping and Groundskeeping Workers
622420;Trabalhador no cultivo de mudas;Worker in the cultivation of seedlings;;;;
622425;Trabalhador no cultivo de plantas ornamentais;Worker in the cultivation of ornamental plants;;;;
622505;Trabalhador no cultivo de árvores frutíferas;Worker in the cultivation of fruit trees;;;;
622510;Trabalhador no cultivo de espécies frutíferas rasteiras;Worker in the cultivation of low fruit species;;;;
622515;Trabalhador no cultivo de trepadeiras frutíferas;Worker in growing fruit vines;;;;
622615;Trabalhador da cultura de erva-mate;Herb Mate Worker;4;39-9032.00;0.6470588235294118;Recreation Workers
622620;Trabalhador da cultura de fumo;Smoke worker;;;;
622625;Trabalhador da cultura de guaraná;Guarana worker;;;;
622610;Trabalhador da cultura de café;Coffee Culture Worker;;;;
622605;Trabalhador da cultura de cacau;Cocoa Culture Worker;2;39-9011.00;0.6486486486486487;Childcare Workers
622715;Trabalhador na cultura de coco-da-baía;Worker in Coconut Bay;;;;
622710;Trabalhador na cultura de canola;Canola worker;2;37-2021.00;0.6060606060606061;Pest Control Workers
622725;Trabalhador na cultura de mamona;Worker in castor bean culture;;;;
622730;Trabalhador na cultura de soja;Soybean worker;;;;
622735;Trabalhador na cultura do girassol;Worker in sunflower culture;;;;
622740;Trabalhador na cultura do linho;Worker in flax culture;;;;
622705;Trabalhador na cultura de amendoim;Peanut worker;;;;
622720;Trabalhador na cultura de dendê;Worker in palm oil;;;;
622810;Trabalhador da cultura de plantas aromáticas e medicinais;Worker of aromatic and medicinal plant culture;;;;
622805;Trabalhador da cultura de especiarias;Spice culture worker;;;;
623025;Casqueador de animais;Animal Catcher;2;39-2011.00;0.6896551724137931;Animal Trainers
623030;Ferrador de animais;Animal healer;2;39-2011.00;0.7142857142857143;Animal Trainers
623030;Ferrador de animais;Animal healer;3;45-2021.00;0.7142857142857143;Animal Breeders
623015;Trabalhador de pecuária polivalente;Multifunctional livestock worker;;;;
623010;Inseminador;Inseminator;;;;
623105;Trabalhador da pecuária (asininos e muares);Livestock worker (cattle and mules);;;;
623110;Trabalhador da pecuária (bovinos corte);Livestock worker (beef cattle);;;;
623120;Trabalhador da pecuária (bubalinos);Livestock worker (buffaloes);;;;
623125;Trabalhador da pecuária (eqüinos);Livestock worker (equines);;;;
623115;Trabalhador da pecuária (bovinos leite);Livestock worker (bovine milk);;;;
623210;Trabalhador da ovinocultura;Sheep worker;2;47-2211.00;0.6451612903225806;Sheet Metal Workers
623215;Trabalhador da suinocultura;Swine Worker;2;43-3041.00;0.6451612903225806;Gaming Cage Workers
623205;Trabalhador da caprinocultura;Goat worker;;;;
623320;Trabalhador da cunicultura;Rabbit worker;;;;
623315;Operador de incubadora;Incubator Operator;3;27-4013.00;0.6666666666666666;Radio Operators
623315;Operador de incubadora;Incubator Operator;3;43-9011.00;0.6666666666666666;Computer Operators
623310;Trabalhador da avicultura de postura;Posture poultry worker;2;37-2021.00;0.6190476190476191;Pest Control Workers
623305;Trabalhador da avicultura de corte;Poultry worker;2;45-2092.01;0.6206896551724138;Nursery Workers
623325;Sexador;Seamstress;;;;
623405;Trabalhador em criatórios de animais produtores de veneno;Worker in poison-producing animal farms;;;;
623415;Trabalhador na minhocultura;Worker in the minhocultura;;;;
623420;Trabalhador na sericicultura;Sericulture worker;;;;
623410;Trabalhador na apicultura;Beekeeping worker;;;;
630110;Supervisor da área florestal;Forest Area Supervisor;2;39-1012.00;0.6842105263157895;Slot Supervisors
630105;Supervisor da aqüicultura;Aquaculture Supervisor;2;39-1012.00;0.6842105263157895;Slot Supervisors
631015;Pescador artesanal de lagostas;Craft lobster fisherman;;;;
631005;Catador de caranguejos e siris;Taker of crabs and crabs;;;;
631010;Catador de mariscos;Seafood tasting;;;;
631020;Pescador artesanal de peixes e camarões;Craft fisherman and shrimp fisherman;;;;
631105;Pescador artesanal de água doce;Handmade freshwater fisherman;;;;
631205;Pescador industrial;Industrial fisherman;4;17-2112.00;0.7;Industrial Engineers
631210;Pescador profissional;Professional fisherman;;;;
631335;Criador de rãs;Frog Maker;;;;
631330;Criador de quelônios;Creator of chelonians;;;;
631325;Criador de peixes;Fisherman;;;;
631320;Criador de ostras;Oyster Breeder;;;;
631315;Criador de mexilhões;Mussel Maker;;;;
631310;Criador de jacarés;Creator of alligators;;;;
631305;Criador de camarões;Shrimp maker;;;;
631405;Gelador industrial;Industrial ice maker;4;17-2112.00;0.75;Industrial Engineers
631420;Redeiro (pesca);Reed (fishing);;;;
631415;Proeiro;Proeiro;4;27-2012.01;0.625;Producers
631410;Gelador profissional;Professional burner;;;;
632010;Raizeiro;Lise color;;;;
632015;Viveirista florestal;Forestry worker;4;19-1032.00;0.6666666666666666;Foresters
632015;Viveirista florestal;Forestry worker;2;45-2092.01;0.6666666666666666;Nursery Workers
632005;Guia florestal;Forestry guide;4;19-1032.00;0.6086956521739131;Foresters
632115;Identificador florestal;Forest identifier;2;33-2011.02;0.7222222222222222;Forest Firefighters
632110;Cubador de madeira;Wooden bucket;;;;
632105;Classificador de toras;Log Sorter;;;;
632120;Operador de motosserra;Chainsaw Operator;3;27-4013.00;0.6875;Radio Operators
632125;Trabalhador de extração florestal, em geral;Forest worker in general;;;;
632215;Trabalhador da exploração de resinas;Resin worker;4;39-9032.00;0.6666666666666666;Recreation Workers
632210;Trabalhador da exploração de espécies produtoras de gomas não elásticas;Worker of the exploitation of species producing non-elastic gums;;;;
632205;Seringueiro;Seringueiro;2;27-2042.01;0.6666666666666666;Singers
632370;Trabalhador da exploração de tucum;Tucum farm worker;;;;
632365;Trabalhador da exploração de piaçava;Piaçava Farm Worker;;;;
632360;Trabalhador da exploração de pequi;Peanut Farm Worker;3;51-9071.06;0.6341463414634146;Gem and Diamond Workers
632355;Trabalhador da exploração de ouricuri;Ouricuri exploration worker;;;;
632350;Trabalhador da exploração de oiticica;Oiticica exploration worker;;;;
632345;Trabalhador da exploração de murumuru;Murumuru Farm Worker;;;;
632340;Trabalhador da exploração de malva (pãina);Mauve Farm Worker (Paw);;;;
632335;Trabalhador da exploração de copaíba;Copaiba farm worker;;;;
632330;Trabalhador da exploração de coco-da-praia;Beach Coconut Farm Worker;;;;
632325;Trabalhador da exploração de carnaúba;Worker of the carnauba exploration;;;;
632320;Trabalhador da exploração de buriti;Buriti Farm Worker;2;45-2092.01;0.6060606060606061;Nursery Workers
632315;Trabalhador da exploração de bacaba;Bacaba Farm Worker;;;;
632305;Trabalhador da exploração de andiroba;Andiroba Farm Worker;;;;
632310;Trabalhador da exploração de babaçu;Babassu holding worker;;;;
632405;Trabalhador da exploração de açaí;Acai Farm Worker;2;43-3041.00;0.6285714285714286;Gaming Cage Workers
632410;Trabalhador da exploração de castanha;Chestnut Farm Worker;2;37-2021.00;0.65;Pest Control Workers
632415;Trabalhador da exploração de pinhão;Pinhão farm worker;;;;
632420;Trabalhador da exploração de pupunha;Worker of the pupunha;;;;
632505;Trabalhador da exploração de árvores e arbustos produtores de substâncias aromát., Medic. E tóxicas;Exploitation worker of trees and shrubs producing aromatic substances, Medic. And toxic;;;;
632510;Trabalhador da exploração de cipós produtores de substâncias aromáticas, medicinais e tóxicas;Worker of the exploitation of vines producing aromatic, medicinal and toxic substances;;;;
632525;Trabalhador da extração de substâncias aromáticas, medicinais e tóxicas, em geral;Worker of extraction of aromatic, medicinal and toxic substances, in general;;;;
632520;Trabalhador da exploração de raízes produtoras de substâncias aromáticas, medicinais e tóxicas;Root-processing worker producing aromatic, medicinal and toxic substances;;;;
632515;Trabalhador da exploração de madeiras tanantes;Tanner Woods Exploitation Worker;2;47-5081.00;0.6101694915254238;Helpers--Extraction Workers
632605;Carvoeiro;Carvoeiro;;;;
632610;Carbonizador;Carbonizer;3;13-1041.06;0.6666666666666666;Coroners
632615;Ajudante de carvoaria;Charcoal Helper;;;;
641010;Operador de máquinas de beneficiamento de produtos agrícolas;Operator of machines for processing agricultural products;;;;
641005;Operador de colheitadeira;Combine Operator;3;43-9011.00;0.7647058823529411;Computer Operators
642010;Operador de máquinas florestais estáticas;Static machine operator;1;51-6031.00;0.723404255319149;Sewing Machine Operators
642005;Operador de colhedor florestal;Operator of florestal lanyard;;;;
642015;Operador de trator florestal;Forestry operator;4;19-1032.00;0.6153846153846154;Foresters
643005;Trabalhador na operação de sistema de irrigação localizada (microaspersão e gotejamento);Worker in the operation of localized irrigation system (micro sprinkler and drip);;;;
643010;Trabalhador na operação de sistema de irrigação por aspersão (pivô central);Worker in the operation of irrigation system by sprinkler (central pivot);;;;
643015;Trabalhador na operação de sistemas convencionais de irrigação por aspersão;Worker in the operation of conventional sprinkler irrigation systems;;;;
643020;Trabalhador na operação de sistemas de irrigação e aspersão (alto propelido);Worker in the operation of irrigation and sprinkler systems (high propelled);;;;
643025;Trabalhador na operação de sistemas de irrigação por superfície e drenagem;Worker in operation of surface irrigation and drainage systems;;;;
710120;Supervisor de produção na mineração;Mining Production Supervisor;3;17-3029.09;0.625;Manufacturing Production Technicians
710115;Supervisor de perfuração e desmonte;Supervisor of drilling and dismantling;;;;
710110;Supervisor de extração de sal;Supervisor of salt extraction;;;;
710105;Supervisor de apoio operacional na mineração;Supervisor of operational support in mining;;;;
710125;Supervisor de transporte na mineração;Mining Transportation Supervisor;4;11-3071.01;0.6545454545454545;Transportation Managers
710125;Supervisor de transporte na mineração;Mining Transportation Supervisor;4;19-3099.01;0.6545454545454545;Transportation Planners
710220;Supervisor de usina de concreto;Concrete plant supervisor;;;;
710215;Inspetor de terraplenagem;Earthmoving inspector;;;;
710210;Mestre de linhas (ferrovias);Master of lines (railways);;;;
710205;Mestre (construção civil);Master (civil construction);;;;
710225;Fiscal de pátio de usina de concreto;Concrete Plant Patio Fiscal;;;;
711105;Amostrador de minérios;Ore sampler;2;43-4151.00;0.6086956521739131;Order Clerks
711110;Canteiro;Construction site;2;47-2031.01;0.75;Construction Carpenters
711115;Destroçador de pedra;Stone Destroyer;;;;
711125;Escorador de minas;Mine cutter;;;;
711205;Operador de caminhão (minas e pedreiras);Truck operator (mines and quarries);1;47-5011.00;0.6153846153846154;Derrick Operators, Oil and Gas
711210;Operador de carregadeira;Loader Operator;3;27-4013.00;0.7333333333333333;Radio Operators
711245;Operador de trator (minas e pedreiras);Tractor operator (mines and quarries);;;;
711240;Operador de schutthecar;Schutthecar operator;2;53-7111.00;0.6956521739130435;Mine Shuttle Car Operators
711235;Operador de motoniveladora (extração de minerais sólidos);Motor grader operator (extraction of solid minerals);;;;
711230;Operador de máquina perfuratriz;Drilling Machine Operator;1;51-6031.00;0.8163265306122449;Sewing Machine Operators
711225;Operador de máquina perfuradora (minas e pedreiras);Drilling machine operator (mines and quarries);;;;
711220;Operador de máquina de extração contínua (minas de carvão);Operator of continuous extraction machine (coal mines);;;;
711215;Operador de máquina cortadora (minas e pedreiras);Cutting machine operator (mines and quarries);2;51-3093.00;0.6206896551724138;Food Cooking Machine Operators and Tenders
711330;Torrista (petróleo);Torrista (oil);;;;
711325;Plataformista (petróleo);Platform maker (oil);;;;
711320;Sondador de poços (exceto de petróleo e gás);Well drilling rig (excluding oil and gas);;;;
711315;Sondador (poços de petróleo e gás);Driller (oil and gas wells);;;;
711310;Operador de sonda rotativa;Rotary probe operator;;;;
711305;Operador de sonda de percussão;Percussion Probe Operator;3;51-5112.00;0.6938775510204082;Printing Press Operators
712125;Operador de espessador;Thickener Operator;2;43-2021.00;0.7027027027027027;Telephone Operators
712205;Cortador de pedras;Stone cutter;;;;
712210;Gravador de inscrições em pedra;Stone Engraver Recorder;;;;
712215;Gravador de relevos em pedra;Stone Relief Recorder;;;;
712220;Polidor de pedras;Stone polisher;;;;
712225;Torneiro (lavra de pedra);Turner (stone mining);;;;
712230;Traçador de pedras;Stone tracer;;;;
715230;Pedreiro de edificações;Building mason;;;;
