"CBO2002";"CIUO88";"titulo"
"231310";"2331";"Maestros de nivel superior de la enseñanza primaria"
"231335";"2331";"Maestros de nivel superior de la enseñanza primaria"
"231340";"2331";"Maestros de nivel superior de la enseñanza primaria"
"231325";"2331";"Maestros de nivel superior de la enseñanza primaria"
"231320";"2331";"Maestros de nivel superior de la enseñanza primaria"
"231330";"2331";"Maestros de nivel superior de la enseñanza primaria"
"231210";"2332";"Maestros de nivel superior de la enseñanza preescolar"
"231105";"2332";"Maestros de nivel superior de la enseñanza preescolar"
"231110";"2332";"Maestros de nivel superior de la enseñanza preescolar"
"239215";"2340";"Maestros e instructores de nivel superior de la enseñanza especial"
"239225";"2340";"Maestros e instructores de nivel superior de la enseñanza especial"
"239205";"2340";"Maestros e instructores de nivel superior de la enseñanza especial"
"239210";"2340";"Maestros e instructores de nivel superior de la enseñanza especial"
"239410";"2351";"Especialistas en métodos pedagógicos y material didáctico"
"239430";"2351";"Especialistas en métodos pedagógicos y material didáctico"
"239415";"2351";"Especialistas en métodos pedagógicos y material didáctico"
"239405";"2351";"Especialistas en métodos pedagógicos y material didáctico"
"239420";"2351";"Especialistas en métodos pedagógicos y material didáctico"
"234110";"2359";"Otros profesionales de la enseñanza, no clasificados bajo otros epígrafes"
"234105";"2359";"Otros profesionales de la enseñanza, no clasificados bajo otros epígrafes"
"231205";"2359";"Otros profesionales de la enseñanza, no clasificados bajo otros epígrafes"
"252210";"2411";"Contadores"
"252205";"2411";"Contadores"
"252405";"2412";"Especialistas en políticas y servicios de personal y afines"
"252105";"2419";"Especialistas en organización y administración de empresas y afines, no clasificados bajo otros epígrafes"
"253110";"2419";"Especialistas en organización y administración de empresas y afines, no clasificados bajo otros epígrafes"
"253115";"2419";"Especialistas en organización y administración de empresas y afines, no clasificados bajo otros epígrafes"
"354305";"2419";"Especialistas en organización y administración de empresas y afines, no clasificados bajo otros epígrafes"
"253125";"2419";"Especialistas en organización y administración de empresas y afines, no clasificados bajo otros epígrafes"
"253120";"2419";"Especialistas en organización y administración de empresas y afines, no clasificados bajo otros epígrafes"
"252305";"2419";"Especialistas en organización y administración de empresas y afines, no clasificados bajo otros epígrafes"
"241005";"2421";"Abogados"
"241015";"2421";"Abogados"
"241020";"2421";"Abogados"
"241035";"2421";"Abogados"
"241025";"2421";"Abogados"
"241030";"2421";"Abogados"
"241010";"2421";"Abogados"
"241040";"2421";"Abogados"
"241230";"2421";"Abogados"
"242210";"2421";"Abogados"
"242215";"2421";"Abogados"
"242235";"2421";"Abogados"
"242245";"2421";"Abogados"
"241235";"2421";"Abogados"
"111340";"2422";"Jueces"
"111325";"2422";"Jueces"
"241215";"2429";"Profesionales del derecho, no clasificados bajo otros epígrafes"
"241210";"2429";"Profesionales del derecho, no clasificados bajo otros epígrafes"
"242305";"2429";"Profesionales del derecho, no clasificados bajo otros epígrafes"
"241335";"2429";"Profesionales del derecho, no clasificados bajo otros epígrafes"
"261305";"2431";"Archiveros y conservadores de museos"
"261310";"2431";"Archiveros y conservadores de museos"
"261205";"2432";"Bibliotecarios, documentalistas y afines"
"261210";"2432";"Bibliotecarios, documentalistas y afines"
"251205";"2441";"Economistas"
"251225";"2441";"Economistas"
"251215";"2441";"Economistas"
"251210";"2441";"Economistas"
"251220";"2441";"Economistas"
"251120";"2442";"Sociólogos, antropólogos y afines"
"251105";"2442";"Sociólogos, antropólogos y afines"
"251110";"2442";"Sociólogos, antropólogos y afines"
"251305";"2442";"Sociólogos, antropólogos y afines"
"251115";"2442";"Sociólogos, antropólogos y afines"
"203520";"2443";"Filósofos, historiadores y especialistas en ciencias políticas"
"251405";"2444";"Filólogos, traductores e intérpretes"
"261405";"2444";"Filólogos, traductores e intérpretes"
"261420";"2444";"Filólogos, traductores e intérpretes"
"261410";"2444";"Filólogos, traductores e intérpretes"
"251510";"2445";"Psicólogos"
"251540";"2445";"Psicólogos"
"251505";"2445";"Psicólogos"
"251535";"2445";"Psicólogos"
"251525";"2445";"Psicólogos"
"251515";"2445";"Psicólogos"
"251530";"2445";"Psicólogos"
"251605";"2446";"Profesionales del trabajo social"
"251610";"2446";"Profesionales del trabajo social"
"251550";"2451";"Autores, periodistas y otros escritores"
"261515";"2451";"Autores, periodistas y otros escritores"
"261510";"2451";"Autores, periodistas y otros escritores"
"261125";"2451";"Autores, periodistas y otros escritores"
"261140";"2451";"Autores, periodistas y otros escritores"
"261135";"2451";"Autores, periodistas y otros escritores"
"261120";"2451";"Autores, periodistas y otros escritores"
"261505";"2451";"Autores, periodistas y otros escritores"
"261530";"2451";"Autores, periodistas y otros escritores"
"261105";"2451";"Autores, periodistas y otros escritores"
"261730";"2451";"Autores, periodistas y otros escritores"
"261715";"2451";"Autores, periodistas y otros escritores"
"261610";"2451";"Autores, periodistas y otros escritores"
"261110";"2451";"Autores, periodistas y otros escritores"
"262410";"2452";"Escultores, pintores y afines"
"262405";"2452";"Escultores, pintores y afines"
"262605";"2453";"Compositores, músicos y cantantes"
"262610";"2453";"Compositores, músicos y cantantes"
"262615";"2453";"Compositores, músicos y cantantes"
"262705";"2453";"Compositores, músicos y cantantes"
"262830";"2454";"Coreógrafos y bailarines"
"262815";"2454";"Coreógrafos y bailarines"
"262810";"2454";"Coreógrafos y bailarines"
"261115";"2455";"Actores y directores de cine, radio, teatro, televisión y afines"
"262505";"2455";"Actores y directores de cine, radio, teatro, televisión y afines"
"262220";"2455";"Actores y directores de cine, radio, teatro, televisión y afines"
"262205";"2455";"Actores y directores de cine, radio, teatro, televisión y afines"
"262215";"2455";"Actores y directores de cine, radio, teatro, televisión y afines"
"262120";"2455";"Actores y directores de cine, radio, teatro, televisión y afines"
"262110";"2455";"Actores y directores de cine, radio, teatro, televisión y afines"
"262115";"2455";"Actores y directores de cine, radio, teatro, televisión y afines"
"262105";"2455";"Actores y directores de cine, radio, teatro, televisión y afines"
"262125";"2455";"Actores y directores de cine, radio, teatro, televisión y afines"
"263105";"2460";"Sacerdotes de distintas religiones"
"263110";"2460";"Sacerdotes de distintas religiones"
"263115";"2460";"Sacerdotes de distintas religiones"
"311510";"3111";"Técnicos en ciencias físicas y químicas"
"316105";"3111";"Técnicos en ciencias físicas y químicas"
"316110";"3111";"Técnicos en ciencias físicas y químicas"
"312105";"3112";"Técnicos en ingeniería civil"
"318505";"3112";"Técnicos en ingeniería civil"
"312305";"3112";"Técnicos en ingeniería civil"
"312205";"3112";"Técnicos en ingeniería civil"
"312210";"3112";"Técnicos en ingeniería civil"
"313105";"3113";"Electrotécnicos"
"313120";"3113";"Electrotécnicos"
"313125";"3113";"Electrotécnicos"
"313215";"3114";"Técnicos en electrónica y telecomunicaciones"
"313315";"3114";"Técnicos en electrónica y telecomunicaciones"
"313205";"3114";"Técnicos en electrónica y telecomunicaciones"
"313210";"3114";"Técnicos en electrónica y telecomunicaciones"
"313320";"3114";"Técnicos en electrónica y telecomunicaciones"
"300305";"3114";"Técnicos en electrónica y telecomunicaciones"
"313410";"3114";"Técnicos en electrónica y telecomunicaciones"
"313505";"3114";"Técnicos en electrónica y telecomunicaciones"
"313305";"3114";"Técnicos en electrónica y telecomunicaciones"
"342520";"3114";"Técnicos en electrónica y telecomunicaciones"
"313415";"3114";"Técnicos en electrónica y telecomunicaciones"
"313310";"3114";"Técnicos en electrónica y telecomunicaciones"
"314110";"3115";"Técnicos en mecánica y construcción mecánica"
"314310";"3115";"Técnicos en mecánica y construcción mecánica"
"314305";"3115";"Técnicos en mecánica y construcción mecánica"
"314115";"3115";"Técnicos en mecánica y construcción mecánica"
"314315";"3115";"Técnicos en mecánica y construcción mecánica"
"314125";"3115";"Técnicos en mecánica y construcción mecánica"
"314120";"3115";"Técnicos en mecánica y construcción mecánica"
"314105";"3115";"Técnicos en mecánica y construcción mecánica"
"314205";"3115";"Técnicos en mecánica y construcción mecánica"
"314210";"3115";"Técnicos en mecánica y construcción mecánica"
"318610";"3115";"Técnicos en mecánica y construcción mecánica"
"301110";"3116";"Técnicos en química industrial"
"311105";"3116";"Técnicos en química industrial"
"301115";"3116";"Técnicos en química industrial"
"311205";"3116";"Técnicos en química industrial"
"301105";"3116";"Técnicos en química industrial"
"311115";"3116";"Técnicos en química industrial"
"311405";"3116";"Técnicos en química industrial"
"311410";"3116";"Técnicos en química industrial"
"311605";"3116";"Técnicos en química industrial"
"311615";"3116";"Técnicos en química industrial"
"311625";"3116";"Técnicos en química industrial"
"311610";"3116";"Técnicos en química industrial"
"311620";"3116";"Técnicos en química industrial"
"311305";"3116";"Técnicos en química industrial"
"311515";"3116";"Técnicos en química industrial"
"311110";"3116";"Técnicos en química industrial"
"316305";"3117";"Técnicos en ingeniería de minas y metalurgia"
"314620";"3117";"Técnicos en ingeniería de minas y metalurgia"
"314725";"3117";"Técnicos en ingeniería de minas y metalurgia"
"314710";"3117";"Técnicos en ingeniería de minas y metalurgia"
"314730";"3117";"Técnicos en ingeniería de minas y metalurgia"
"314720";"3117";"Técnicos en ingeniería de minas y metalurgia"
"314705";"3117";"Técnicos en ingeniería de minas y metalurgia"
"314715";"3117";"Técnicos en ingeniería de minas y metalurgia"
"316310";"3117";"Técnicos en ingeniería de minas y metalurgia"
"314605";"3117";"Técnicos en ingeniería de minas y metalurgia"
"314615";"3117";"Técnicos en ingeniería de minas y metalurgia"
"316340";"3117";"Técnicos en ingeniería de minas y metalurgia"
"316335";"3117";"Técnicos en ingeniería de minas y metalurgia"
"318005";"3118";"Delineantes y dibujantes técnicos"
"318430";"3118";"Delineantes y dibujantes técnicos"
"318205";"3118";"Delineantes y dibujantes técnicos"
"318310";"3118";"Delineantes y dibujantes técnicos"
"318305";"3118";"Delineantes y dibujantes técnicos"
"318115";"3118";"Delineantes y dibujantes técnicos"
"318420";"3118";"Delineantes y dibujantes técnicos"
"318105";"3118";"Delineantes y dibujantes técnicos"
"318215";"3118";"Delineantes y dibujantes técnicos"
"318110";"3118";"Delineantes y dibujantes técnicos"
"318415";"3118";"Delineantes y dibujantes técnicos"
"318425";"3118";"Delineantes y dibujantes técnicos"
"318405";"3118";"Delineantes y dibujantes técnicos"
"318120";"3118";"Delineantes y dibujantes técnicos"
"318210";"3118";"Delineantes y dibujantes técnicos"
"318015";"3118";"Delineantes y dibujantes técnicos"
"318410";"3118";"Delineantes y dibujantes técnicos"
"318010";"3118";"Delineantes y dibujantes técnicos"
"391105";"3119";"Técnicos en ciencias físicas y químicas y en ingeniería, no clasificados bajo otros epígrafes"
"391125";"3119";"Técnicos en ciencias físicas y químicas y en ingeniería, no clasificados bajo otros epígrafes"
"391110";"3119";"Técnicos en ciencias físicas y químicas y en ingeniería, no clasificados bajo otros epígrafes"
"351605";"3119";"Técnicos en ciencias físicas y químicas y en ingeniería, no clasificados bajo otros epígrafes"
"342120";"3119";"Técnicos en ciencias físicas y químicas y en ingeniería, no clasificados bajo otros epígrafes"
"325205";"3119";"Técnicos en ciencias físicas y químicas y en ingeniería, no clasificados bajo otros epígrafes"
"371305";"3119";"Técnicos en ciencias físicas y químicas y en ingeniería, no clasificados bajo otros epígrafes"
"371310";"3119";"Técnicos en ciencias físicas y químicas y en ingeniería, no clasificados bajo otros epígrafes"
