CODIGO;TITULO;trad;Job_Zone;code;prox;title
318015;Desenhista detalhista;Detail designer;2;27-1023.00;0.6451612903225806;Floral Designers
318005;Desenhista técnico;Technical designer;4;27-3042.00;0.7428571428571429;Technical Writers
318120;Desenhista técnico (instalações hidrossanitárias);Technical designer (hydrosanitary installations);;;;
318115;Desenhista técnico (construção civil);Technical designer (civil construction);;;;
318110;Desenhista técnico (cartografia);Technical designer (cartography);4;27-3042.00;0.5306122448979592;Technical Writers
318105;Desenhista técnico (arquitetura);Technical designer (architecture);4;27-3042.00;0.6;Technical Writers
318210;Desenhista técnico aeronáutico;Technical Aeronautical Designer;4;27-1021.00;0.5757575757575758;Commercial and Industrial Designers
318205;Desenhista técnico mecânico;Mechanical Design Engineer;4;17-2141.00;0.8260869565217391;Mechanical Engineers
318205;Desenhista técnico mecânico;Mechanical Design Engineer;4;17-2141.00;0.8260869565217391;Mechanical Engineers
318215;Desenhista técnico naval;Technical naval designer;4;17-2141.00;0.6363636363636364;Mechanical Engineers
318310;Desenhista técnico (calefação, ventilação e refrigeração);Technical designer (heating, ventilation and refrigeration);;;;
318305;Desenhista técnico (eletricidade e eletrônica);Technical designer (electricity and electronics);4;27-2012.05;0.5526315789473685;Technical Directors/Managers
318405;Desenhista técnico (artes gráficas);Technical designer (graphic arts);4;27-3042.00;0.56;Technical Writers
318425;Desenhista técnico (mobiliário);Technical designer (furniture);4;27-3042.00;0.5531914893617021;Technical Writers
318430;Desenhista técnico de embalagens, maquetes e leiautes;Technical designer of packaging, models and layouts;;;;
318410;Desenhista técnico (ilustrações artísticas);Technical designer (artistic illustrations);;;;
318415;Desenhista técnico (ilustrações técnicas);Technical designer (technical illustrations);3;17-3029.07;0.55;Mechanical Engineering Technologists
318420;Desenhista técnico (indústria têxtil);Technical designer (textile industry);4;27-3042.00;0.5185185185185185;Technical Writers
318510;Desenhista projetista de construção civil;Construction Designer;2;47-2031.01;0.7727272727272727;Construction Carpenters
318505;Desenhista projetista de arquitetura;Architectural designer;4;17-3011.01;0.7272727272727273;Architectural Drafters
318610;Desenhista projetista mecânico;Mechanical Design Engineer;4;17-2141.00;0.8260869565217391;Mechanical Engineers
318610;Desenhista projetista mecânico;Mechanical Design Engineer;4;17-2141.00;0.8260869565217391;Mechanical Engineers
318605;Desenhista projetista de máquinas;Mechanical Engineer;4;17-2141.00;0.9743589743589743;Mechanical Engineers
318605;Desenhista projetista de máquinas;Mechanical Engineer;4;17-2141.00;0.9743589743589743;Mechanical Engineers
318605;Desenhista projetista de máquinas;Mechanical Engineer;4;17-2141.00;0.9743589743589743;Mechanical Engineers
318605;Desenhista projetista de máquinas;Mechanical Engineer;4;17-2141.00;0.9743589743589743;Mechanical Engineers
318705;Desenhista projetista de eletricidade;Electrical Design Engineer;4;17-2071.00;0.8260869565217391;Electrical Engineers
318710;Desenhista projetista eletrônico;Electrical Engineer;4;17-2071.00;0.9743589743589743;Electrical Engineers
318710;Desenhista projetista eletrônico;Electrical Engineer;4;17-2071.00;0.9743589743589743;Electrical Engineers
318805;Projetista de móveis;Furniture designer;2;51-7021.00;0.7027027027027027;Furniture Finishers
318815;Modelista de calçados;Shoe Modeler;1;41-9012.00;0.5555555555555556;Models
318810;Modelista de roupas;Clothes Modeler;2;43-4021.00;0.5555555555555556;Correspondence Clerks
319110;Técnico em confecções do vestuário;Technician in clothing confections;;;;
319105;Técnico em calçados e artefatos de couro;Technician in footwear and leather goods;2;49-9052.00;0.5681818181818182;Telecommunications Line Installers and Repairers
319205;Técnico do mobiliário;Furniture Technician;2;29-2051.00;0.7;Dietetic Technicians
320105;Técnico em bioterismo;Technician in bioterrorism;4;25-4013.00;0.6229508196721312;Museum Technicians and Conservators
320110;Técnico em histologia;Histology Technician;4;19-4021.00;0.7619047619047619;Biological Technicians
321110;Técnico agropecuário;Agricultural technician;3;19-4011.01;0.9361702127659575;Agricultural Technicians
321105;Técnico agrícola;Agricultural Technician;3;19-4011.01;0.9787234042553191;Agricultural Technicians
321210;Técnico florestal;Forestry Technician;3;25-4031.00;0.7368421052631579;Library Technicians
321205;Técnico em madeira;Wood Technician;3;17-3024.01;0.7428571428571429;Robotics Technicians
321305;Técnico em piscicultura;Fish farming technician;3;17-3031.02;0.6666666666666666;Mapping Technicians
321315;Técnico em mitilicultura;Technician in mitilicultura;4;27-3042.00;0.5454545454545454;Technical Writers
321310;Técnico em carcinicultura;Shrimp farming technician;3;17-3031.01;0.6521739130434783;Surveying Technicians
321320;Técnico em ranicultura;Ranching Technician;3;17-3031.02;0.7894736842105263;Mapping Technicians
322125;Terapeuta holístico;Holistic therapist;4;29-1125.02;0.7058823529411765;Music Therapists
322105;Técnico em acupuntura;Acupuncture Technician;3;19-4011.01;0.7391304347826086;Agricultural Technicians
322135;Doula;Doula;;;;
322130;Esteticista;Beautician;5;15-2021.00;0.6666666666666666;Mathematicians
322120;Massoterapeuta;Massage Therapist;3;31-9011.00;0.9714285714285714;Massage Therapists
322115;Técnico em quiropraxia;Chiropractic Technician;3;17-3029.08;0.7272727272727273;Photonics Technicians
322110;Podólogo;Podiatrist;5;29-1081.00;0.9523809523809523;Podiatrists
322240;Auxiliar de saúde (navegação marítima);Health worker (maritime navigation);;;;
322225;Instrumentador cirúrgico;Surgical instrumentation;3;29-2099.07;0.6511627906976745;Surgical Assistants
322230;Auxiliar de enfermagem;Nursing assistant;2;31-1014.00;0.9142857142857143;Nursing Assistants
322235;Auxiliar de enfermagem do trabalho;Nursing Assistant Job;2;31-1014.00;0.8717948717948718;Nursing Assistants
322245;Técnico de enfermagem da estratégia de saúde da família;Family health strategy nursing technician;3;47-4099.02;0.5925925925925926;Solar Thermal Installers and Technicians
322220;Técnico de enfermagem psiquiátrica;Psychiatric Nursing Technician;3;29-2053.00;0.8301886792452831;Psychiatric Technicians
322250;Auxiliar de enfermagem da estratégia de saúde da família;Nursing assistant of the family health strategy;2;31-1014.00;0.5230769230769231;Nursing Assistants
322205;Técnico de enfermagem;Nursing Technician;3;17-3031.01;0.8205128205128205;Surveying Technicians
322210;Técnico de enfermagem de terapia intensiva;Intensive Care Nursing Technician;4;19-4099.03;0.6101694915254238;Remote Sensing Technicians
322215;Técnico de enfermagem do trabalho;Work Nursing Technician;3;17-3031.01;0.7272727272727273;Surveying Technicians
322305;Técnico em óptica e optometria;Technician in optics and optometry;4;25-4013.00;0.5797101449275363;Museum Technicians and Conservators
322430;Auxiliar em saúde bucal da estratégia de saúde da família;Oral health auxiliary of the family health strategy;;;;
322425;Técnico em saúde bucal da estratégia de saúde da família;Oral Health Technician Family Health Strategy;;;;
322420;Auxiliar de prótese dentária;Dental Assistant;3;31-9091.00;0.9696969696969697;Dental Assistants
322410;Protético dentário;Prosthetic denture;5;29-1024.00;0.5454545454545454;Prosthodontists
322405;Técnico em saúde bucal;Oral health technician;3;29-9012.00;0.625;Occupational Health and Safety Technicians
322415;Auxiliar em saúde bucal;Oral health assistant;3;31-2021.00;0.64;Physical Therapist Assistants
322505;Técnico de ortopedia;Orthopedic technician;3;19-4031.00;0.6829268292682927;Chemical Technicians
322605;Técnico de imobilização ortopédica;Orthopedic Implant Technician;3;51-9082.00;0.6896551724137931;Medical Appliance Technicians
323105;Técnico em pecuária;Livestock Technician;2;29-2051.00;0.75;Dietetic Technicians
324130;Técnico em espirometria;Spirometry Technician;3;25-4031.00;0.75;Library Technicians
324125;Tecnólogo oftálmico;Ophthalmic technologist;3;29-2099.05;0.8;Ophthalmic Medical Technologists
324120;Tecnólogo em radiologia;Radiology Technologist;3;29-2034.00;0.9130434782608695;Radiologic Technologists
324115;Técnico em radiologia e imagenologia;Technician in radiology and imaging;;;;
324110;Técnico em métodos gráficos em cardiologia;Technician in graphic methods in cardiology;;;;
324105;Técnico em métodos eletrográficos em encefalografia;Technician in electrographic methods in encephalography;;;;
324220;Técnico em hemoterapia;Hemotherapy Technician;2;49-9099.01;0.8181818181818182;Geothermal Technicians
324215;Citotécnico;Cytotechnician;3;17-3024.01;0.6470588235294118;Robotics Technicians
324205;Técnico em patologia clínica;Technician in clinical pathology;4;29-2011.00;0.5454545454545454;Medical and Clinical Laboratory Technologists
325005;Enólogo;Oenologist;5;29-1069.04;0.7272727272727273;Neurologists
325010;Aromista;aroma;;;;
325015;Perfumista;Perfumista;5;29-1051.00;0.5714285714285714;Pharmacists
325105;Auxiliar técnico em laboratório de farmácia;Technical assistant in pharmacy laboratory;;;;
325115;Técnico em farmácia;Pharmacy technician;3;29-2052.00;0.9230769230769231;Pharmacy Technicians
325110;Técnico em laboratório de farmácia;Pharmacy laboratory technician;2;51-9083.00;0.7619047619047619;Ophthalmic Laboratory Technicians
325205;Técnico de alimentos;Food technician;3;19-4011.02;0.717948717948718;Food Science Technicians
325210;Técnico em nutrição e dietética;Nutrition and Dietetic Technician;2;29-2051.00;0.7169811320754716;Dietetic Technicians
325305;Técnico em biotecnologia;Biotechnology Technician;4;19-4021.00;0.7391304347826086;Biological Technicians
325310;Técnico em imunobiológicos;Technician in immunobiological;;;;
328105;Embalsamador;Embalmer;3;39-4011.00;0.9411764705882353;Embalmers
328110;Taxidermista;Taxidermista;1;35-3022.01;0.6;Baristas
331105;Professor de nível médio na educação infantil;Mid-level teacher in early childhood education;4;25-2022.00;0.5565217391304348;Middle School Teachers, Except Special and Career/Technical Education
331110;Auxiliar de desenvolvimento infantil;Child Development Assistant;3;31-9091.00;0.6363636363636364;Dental Assistants
331205;Professor de nível médio no ensino fundamental;Secondary teacher in elementary school;4;25-2052.00;0.62;Special Education Teachers, Kindergarten and Elementary School
331305;Professor de nível médio no ensino profissionalizante;Mid-level teacher in vocational education;4;25-2012.00;0.5454545454545454;Kindergarten Teachers, Except Special Education
332105;Professor leigo no ensino fundamental;Lay teacher in elementary school;4;25-2052.00;0.5957446808510638;Special Education Teachers, Kindergarten and Elementary School
332205;Professor prático no ensino profissionalizante;Practical teacher in vocational education;3;25-2011.00;0.5647058823529412;Preschool Teachers, Except Special Education
333105;Instrutor de auto-escola;Self-instructor;3;15-1199.03;0.5454545454545454;Web Administrators
333110;Instrutor de cursos livres;Free Course Instructor;3;33-2021.01;0.5945945945945946;Fire Inspectors
333115;Professores de cursos livres;Free Course Teachers;4;27-2032.00;0.5294117647058824;Choreographers
334110;Inspetor de alunos de escola pública;Public school student inspector;;;;
334105;Inspetor de alunos de escola privada;Inspector of private school students;;;;
334115;Monitor de transporte escolar;School Transportation Monitor;4;11-3071.01;0.6923076923076923;Transportation Managers
341120;Piloto agrícola;Agricultural pilot;2;45-2011.00;0.7317073170731707;Agricultural Inspectors
341115;Mecânico de vôo;Flight mechanic;3;53-2031.00;0.625;Flight Attendants
341110;Piloto comercial de helicóptero (exceto linhas aéreas);Commercial helicopter pilot (except overhead lines);;;;
341105;Piloto comercial (exceto linhas aéreas);Commercial pilot (except airlines);3;53-2012.00;0.6274509803921569;Commercial Pilots
341250;Auxiliar técnico de sinalização nautica;Technical Support Engineer;4;17-2141.00;0.7391304347826086;Mechanical Engineers
341230;Piloto fluvial;River pilot;;;;
341225;Patrão de pesca na navegação interior;Fishing master in inland navigation;3;13-1031.02;0.5238095238095238;Insurance Adjusters, Examiners, and Investigators
341220;Patrão de pesca de alto-mar;High-seas fishing skipper;;;;
341215;Mestre fluvial;Fluvial master;3;17-3011.02;0.5714285714285714;Civil Drafters
341210;Mestre de cabotagem;Cabotage master;5;19-2041.01;0.5263157894736842;Climate Change Analysts
341205;Contramestre de cabotagem;Cabotage counter-mast;3;31-9011.00;0.5128205128205128;Massage Therapists
341235;Ténico em sinalização nautica;Nautical Signage Technician;3;51-9082.00;0.6785714285714286;Medical Appliance Technicians
341245;Técnico em sinais navais;Marine Signal Technician;3;17-3031.02;0.7441860465116279;Mapping Technicians
341240;Técnicos em manobras em equipamentos de convés;Technicians in maneuvers in equipment of deck;;;;
341320;Condutor de máquinas (bombeador);Machine driver (pump);;;;
341315;Eletricista de bordo;Electrician on board;3;47-2111.00;0.6875;Electricians
341325;Condutor de máquinas (mecânico);Machine driver (mechanical);2;47-2132.00;0.5964912280701754;Insulation Workers, Mechanical
